*******************************************************************
Job name: 
Argument: Server Batch Job
Start Time: 2016-05-30 16:53:15Z
Login to SAP Success, The following is the login information:
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/764        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/764', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/765        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/765', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/766        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/766', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/767        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/767', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/768        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/768', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/769        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/769', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/770        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/770', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/771        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/771', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/772        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/772', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/773        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/773', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/774        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:56', N'953506', N'0', N'24', N'manager', N'14005CBH/774', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
